identifiant_ban;numero_dpe
73137_ywqlhl;2573E0424579Y
73300_0394_00022;2573E0129216V
73213_0460_00680;2573E0394338V
73261_0320;2573E1014048V
73123_0150_00044;2573E0427573C
73215_0052;2573E0454235O
73248_0030;2573E0463326F
73296_0091;2573E1087779Q
73065_0537;2573E0686113Y
73029_0300_00038;2573E1250618R
73006_z7ip3i_00164;2573E1268610R
73151_0820;2556E0711077L
73008_0900_00003;2573E1089998Z
73008_1230_00001;2573E0583873Q
73248_0830_00046;2573E1248605G
73065_3370_00006;2573E1409132J
73065_0050_00371;2573E1108695C
73243_1300;2573E0784272H
73171_0260;2573E1192618X
73121_0100_00001_bis;2573E0429852T
73222_0290_00067;2573E1096382N
73051_0060_00348;2573E1205814L
73262_0133;2573E1011632X
73087_0440_00011;2573E0406761Q
73065_3780_00331;2573E1057577A
73065_0030_01618;2573E0427348L
73031_0241_01206;2573E1154651Q
73216_0075_00047;2573E0746529Q
73248_0535_00274;2573E0575435C
73051;2573E0205874F
73151_0820;2556E0040480G
73018_0021_00225;2573E0623698J
73065_0991_00108;2573E0223443Y
73065_1743_00208;2573E0223289A
73011_0450_00002;2573E0828720V
73176_1560_00084;2573E0171528F
73015_0001_01851;2573E0243659M
73261_0320;2573E1014721S
73213_0460_00680;2573E0376052N
73021_0073_00130;2573E0823377I
73213_0460_00638;2573E0709933C
73247_0850_00073;2573E0172303A
73065_2660_00009;2573E1443591S
73213_0460_00638;2573E0710286R
73171_0260;2573E1192646Z
73085_0190_00040;2573E0962083E
73179_0646_00274;2573E0277195I
73181_0140;2573E0343650H
73088_0290_00093;2573E0026946J
73236_0112_00020;2573E0589546V
73328_0085_00002;2573E1084262J
73087_0360_00002;2573E0960545A
73215_0052;2573E0499895S
73296_0052;2573E0629448N
73328_0145_00088;2573E0049241W
73213_0303_00050;2573E0578250J
73121_0065_00003;2573E0690274Z
73065_3lxzb8;2573E1295408J
73105_0174_00157;2573E1242505Q
73057_0009;2573E0785977W
73008_0104_00160;2573E1339106B
73065_3856_00006;2573E0674903U
73008_1752_00245;2573E0870963O
73024_3j4gtx_00354;2573E1160956D
73128_0150_00602;2573E1339639O
73008_1920_00009;2573E0119139G
73181_hprklx_00086;2573E1117768B
73003_i86ts0_00171;2573E1318285G
73010_0122_00026;2573E0759774B
73065_1220_00012;2573E0831521O
73307_ussab7_00046;2573E0628929O
73284_0004_00305;2573E1091491K
73065_3270_00356;2573E1306115E
73213_0460_00680;2573E0689099U
73257_0433;2573E0595085W
73065_0930_00280;2573E0181869Y
73197_7ttqkd;2573E0899990Z
73087_0490_00079;2473E4608694K
73183_0012;2573E0827635C
73179_0300_00023;2573E1020564L
73213_0110_00239;2573E0032960R
73280_muqtz7;2573E0489194D
73008_0580_00051;2573E0235307G
73248;2573E0463172H
73304_0455;2573E0484967O
73029;2573E0651202F
73248_0535_00274;2573E0575397Q
73051_0060_00075;2573E1103795Q
73121_0035_00013;2573E0598301O
73065_1743_00208;2573E0223340Z
73008_1075_00004;2573E1411127C
73261_0320;2573E0958371K
73008_1520_00008;2573E1303803G
73019_0062_00352;2573E0245076Z
73151_0820;2556E0094902K
73054_0210_00182;2573E0188830R
73204_A012;2573E0666718Z
73032_0790;2573E0066096D
73320_0048_00039;2573E1105063K
73008_1320_00094;2573E1124820H
73257_0374_00326;2573E1095909I
73098_0520_04807;2573E0564507U
73121_0065_00003;2573E0690297W
73232_ap4p87_00673;2573E0131478V
73181_0140;2573E0343644B
73307;2573E0364552F
73328_0062_00043;2573E0461218D
73270_mrrv16_00260;2573E0581860F
73179_0640_00110;2573E0090194Z
73213_0290_00455;2573E0461491Q
73171_0260;2573E1192714P
73065_3lxzb8;2573E1295482F
73051;2573E0205886R
73248_0680_00330;2573E0687857A
73011_0772_00054;2573E0083593C
73261_0320;2573E0958902V
73105_0051;2573E1435857G
73179_0645_00179;2573E1406197M
73232_darpi6_00195;2573E1368409C
73065_2090;2573E1023749Y
73065_2210_00003;2573E1303884J
73150_0873_00110;2573E0539760Z
73051_0400_00166;2573E1180977E
73197_pggt9h;2573E0698939G
73179_0645_00179;2573E1406213C
73248_0580_00198;2573E0147693M
73285_0265_00001;2573E0433283S
73059_0135_00025;2573E1371868D
73065_3868_00077;2573E0206701A
73029_0360_00002;2573E1447537M
73225_0176_00070;2573E0671136X
73051_0100_00256;2573E0685473I
73179_0257_00073;2573E0294913U
73150_0kr51u_00010;2573E0159960H
73227_wchsof;2573E1119875C
73227_2575_00133;2573E0461779S
73029;2573E0651233K
73129_0091;2573E0044223W
73010_0015_00561;2573E0651007S
73006_tmnthc;2573E0092810P
73123_0028_01305;2573E0162898H
73128_0228_00212;2573E1001208Z
73065_3074_00091;2573E0567425A
73006_1015;2573E0505309Y
73129_0016_00090;2573E0620570B
73011_1015_00003;2573E1366922X
73043_0500_00022;2573E1123090T
73191_0006_00089;2573E0802003G
73065_1745_00164;2507E0868666R
73117_0200_00010;2573E0655964J
73121_0065_00003;2573E0690287M
73213_0460_00680;2573E0394354L
73213_0460_00680;2573E0688802J
73065_3868_00077;2573E0206832B
73008_1790_00022;2573E0241817Q
73051_0220;2573E0061685M
73155_0190_00073_bis;2573E0527776B
73008_1310_00100;2573E1029567S
73065_3270_00318;2573E0345665U
73179_0380_00150;2573E0086766D
73105_0105_00261;2573E1001494Z
73008_1180_00040;2573E1293064F
73307_ussab7_00046;2573E0629003K
73063_0090_00322;2573E1325069E
73065_0360_00010_bis;2573E1128704R
73171_0280_00014;2573E1090845O
73261_0270_00013;2573E1457987K
73300_0005_00022;2573E1154058V
73151_0820;2556E0587398O
73171_0260;2573E1192748X
73290_0124_00260;2573E0429825S
73235_d5w4w3;2573E0888536L
73082_1000_00123;2573E0830611O
73212_1015_00009;2573E0591708Z
73270_0490_00025;2573E0580274F
73304_h2onpj_00540;2573E0381284T
73008_2100_00003;2573E0872679O
73213_0460_00680;2573E0392214D
73010_0064_00059;2573E0686704R
73257_0274_00085;2573E0111360B
73015_0980;2573E0285859O
73057;2573E0511708B
73001_0220_00986;2573E0462290J
73213_0460_00638;2573E0710276H
73248_0535_00056;2573E0280528N
73011_0080_00072;2573E0892932N
73008_1290_00008;2573E1381483Y
73023_9lpb2d_00017;2573E0040442L
73107_c4mx0u_00047;2573E0272671I
73051_0330;2573E0492167M
73054_q7mx1h;2573E0620804B
73248_0680_00330;2573E0279726R
73008_0256_00006;2573E0821299K
73065_2580_00100;2573E1363970J
73257_0514;2573E1187135A
73087_0760_00003;2573E1021815O
73008_1510_00004;2573E0360335A
73034_0255_00530;2573E1195385I
73204_0273;2573E0876804F
73054_0013;2573E1265795K
73008_1150_00017;2573E0295168P
73132_0045_00092;2573E1182840V
73094_0110_00317;2573E0146340L
73213_0228_00002;2573E0994457I
73015_0960;2573E0184995E
73031_0362_00167;2573E1300525E
73147_0160_00100;2573E0905270B
73261_0074_00013;2573E1058796X
73117_0200_00010;2573E0655739S
73188_jr294k;2573E1274507M
73054_c5zzgh;2573E0271171Q
73280_0150_02588;2573E1196223O
73150_0823;2573E1456952P
73151_0820;2556E0643880Y
73117_0066_00005;2573E0629426R
73084_0380_00967;2573E1366582V
73008_0690_00008;2573E1436042J
73179_0640_00110;2573E0090168Z
73008_1310_00250;2573E0391484B
73173_0052;2573E0655516D
73318_2az98j;2573E0266761A
73029_0020_00068;2573E0978681O
73011_1350;2573E0563128T
73248_0680_00330;2573E0279677U
73055_0050_00221;2573E1293025S
73065_2788_00090;2573E1430206X
73065_1680_00054;2573E1030045C
73227_2150;2573E0057731K
73213_0460_00638;2573E0709721Y
73186_0010_00238;2573E0974459E
73129_0016_00090;2573E0620628H
73181_0140;2573E0343641Y
73006_0161;2573E1061808T
73065_2076_00090;2573E0001357E
73087_0630_00022;2573E1046495U
73008_1752_00073;2573E0464198T
73213_0460_00680;2573E0376044F
73151_0820;2556E0643987B
73011_1360_00027;2573E0604613I
73215_0052;2573E0499818T
73318_wmbbvc;2573E1080172B
73171_0280_00014;2573E1090878V
73015_0001;2573E0849751S
73008_0830_00008;2573E0542465A
73008_1193_00005;2573E1174185Y
73280_0150_02588;2573E1196206X
73164_0060_00242;2573E0908490X
73157_0055;2573E1185613M
73087_0760_00003;2573E1021790P
73304_0446;2573E0094664X
73043_0258_00071;2573E1085301I
73304_0455;2573E0485027W
73011_1064_00008;2573E0384221S
73151_0820;2556E0587441F
73248_0535_00274;2573E0575411E
73171_0260;2573E1393593S
73222_0180_00237;2573E1218693U
73054_q7mx1h;2573E0273095Q
73171_0048;2573E0686022L
73055_0035_00084;2573E1465188J
73248_0110_00008;2573E0078285Y
73155_0053_00268;2573E0812261U
73008_1850_00005;2573E0392415W
73008_0780_00030;2573E0797533I
73015_0610_00138;2573E0232192L
73015_0030;2573E1377035W
73008_1290_00006;2573E1382530F
73083_0040_00501;2573E0260811E
73054_vpnx5y_00180;2573E0684739C
73290_0046_00090;2573E1182866V
73008_1220_00050;2573E0051037Y
73150_0873_00244;2573E1023587S
73227_A125;2573E1376552H
73031_0210_00241;2573E0307591K
73304_0205;2573E1026969U
73029_cyqz3b_00002;2573E0841697Y
73008_1820_00043;2573E0160767I
73171_0280_00014;2573E1090838H
73054_0075_00710;2573E0649574P
73290_0006_00010;2573E0469036V
73008_1180_00040;2573E1293084Z
73065_3790_00010;2573E1415549E
73084_1020_00063;2573E0607466B
73320_0200_00116;2573E0940761C
73008_1820_00043;2573E0828003G
73215_0213;2573E1206356H
73008_1175;2573E0578579A
73065_2260_00128;2573E0146032P
73261_0320;2573E0958891K
73008_1910_00006;2573E0149045M
73236_0082_01045_c;2573E1260903G
73011_0200_00005;2573E0848898X
73054_q7mx1h;2573E0034248F
73208_0050;2473E4618058O
73304_kccrlg;2573E0447617A
73008_1523_00006;2573E0121864B
73121_0065_00003;2573E0345239K
73057_0001;2573E1094186B
73008_0104_00066;2573E1278397C
73017_sb9wz3_00065;2573E0609668T
73024_tzay1g_00079;2573E0907097I
73212_1015_00009;2573E0591727S
73140_0010_00037;2573E0467135S
73151_0820;2556E0094903L
73307_ussab7_00046;2573E0628965Y
73261_0074_00010;2573E1058990J
73235;2573E0804722V
73304_g6uzve;2573E0374137W
73329_0080;2573E0111381W
73212_1015_00009;2573E0591664H
73008_2130_00018;2573E0492463W
73054_0154;2573E0591653W
73015_0980_03869;2573E0335988P
73008_2055_00073;2573E0668345O
73065_3720_00014;2573E0294440P
73270_1025;2573E0775905M
73064_0340_00070;2573E0487636F
73065_1910_00005;2573E0911727K
73222_a067_00025;2573E1176436N
73128_0118_00115;2573E1350197Q
73008_2020_00013;2573E1292846V
73212_1015_00005;2573E0587482L
73054_0545;2573E1288678N
73186_0010;2573E0796283G
73128_0015_00032;2573E0816466N
73065_1230_00102;2573E0457957S
73065_0350_00271;2573E1032396N
73285_0110;2573E1201930B
73006_8dgl5k_00057;2573E1014177U
73304_0455;2573E0485024T
73065_2420_00122;2573E0453477K
73179_0616;2573E0309267W
73065_0091_00013;2573E0603285G
73257_0433;2573E0595081S
73029_0461_00004;2573E1112817Q
73105_0105_00254;2573E1004196X
73065_2686_00055;2573E0809233I
73065_0770_00806;2573E1462101Q
73029_cyqz3b_00002;2573E0841611Q
73129_0088;2573E0370768H
73065_0930_00220;2573E1163173K
73181_0140;2573E0343647E
73011_1460;2573E1276280R
73290_0124_00260;2573E0427004F
73008_1320_00094;2573E1142061K
73114_0062_00322;2573E0484691Y
73029_cyqz3b_00002;2573E0841620Z
73065_2330_00042;2573E1017817U
73270_0100;2573E0020260F
73008_0005_00088;2573E1011379E
73190_0040_00012;2573E0525151C
73257_0315_00479;2473E4620498K
73261_0320;2573E1013840V
73213_0460_00680;2573E0688744D
73171_0260;2573E0711481Q
73257_0391_00068;2573E0237834L
73171_0048;2573E0261543I
73065_2160_00046;2573E1114434V
73296_0052_00478;2573E0131572L
73029_cyqz3b_00002;2573E0841637Q
73011_0650_00007;2573E0392154V
73090_0350_00111;2573E0039173Q
73117_0066_00005;2573E0629409A
73008_1770_00481;2573E1266257E
73129_0088;2573E0370725Q
73248_0830_00147;2573E0426192Z
73204_0290;2573E1380158Z
73269_0390_00023;2573E0748195S
73065_0862_00047;2573E0975571Y
73215_0280_00001_ter;2573E0451294L
73054_vpnx5y;2573E0594995K
73248;2573E0463174J
73087_0760_00003;2573E1021845S
73132_0045_00161;2573E0312847O
73059_0190;2573E0562813Q
73261_0320;2573E1014069Q
73171_0280_00292;2573E1160933G
73235_5s73bt;2573E0498710D
73261_0320;2573E1013862R
73117_0066_00005;2573E0629430V
73087_0690_00005;2573E0840829O
73213_0460_00680;2573E0394343A
73129_0044_00249;2573E0043942B
73171_0260;2573E1192702D
73261_0320;2573E1014619U
73179_0645_00179;2573E1406240D
73029_cyqz3b_00002;2573E0841763M
73328_0062_00043;2573E0461238X
73008_2300_00038;2573E0539344Z
73179_0646_00256;2573E0890111A
73129_0115;2573E0730382P
73071_0058;2573E1289113G
73120_0530_00177;2573E1399199I
73213_0460_00680;2573E0394341Y
73257_0514;2573E1335163K
73248_0569_00030;2573E0896329E
73065_2076_00090;2573E0223364X
73008_0143_00121;2573E0780088J
73029_0360_00002;2573E1447380L
73179_0385_00071;2573E1224504H
73065_3780_00091;2573E0746485Y
73121_0072_00017;2573E0150165O
73213_0087_00099;2573E0298670H
73270_0490_00025;2573E0580241Y
73326_0040_00470;2573E1466150J
73065_3520_00004;2573E0164034Z
73116_0270;2573E1052180L
73065_2610_00042;2573E0422506F
73008_1752_00055;2573E0466330T
73008_1220_00050;2573E0050725Y
73057_0002_00059;2573E0816976D
73181_0868;2573E1414896B
73296_mhqx0e;2573E1259556L
73318_854ois;2573E0378520L
73204_g9cwv5_00001;2573E1458592R
73052_0170_00055;2573E0987141Y
73306_0112_00291;2573E0988553G
73008_0104_00160;2573E1342377W
73008_1120_00054;2573E1069314L
73008_1752_00055;2573E0464851W
73204_0264_00001;2573E0832916F
73261_0320;2573E1014789I
73248_0535_00056;2573E0277654Z
73171_0048;2573E0261555U
73151_0820;2556E0694980I
73286_1555_00705;2573E0733227A
73328_0062_00043;2573E0461204P
73004_jgs35m_00910;2573E1213003Y
73296_0091;2573E0182752X
73008_0405_00006;2573E1176869E
73067_0125_00133;2573E0688264R
73064_0300_00010;2573E0551931C
73215_0052;2573E0470670R
73011_0080;2573E0655999S
73150_0857_00028;2573E0178855A
73065_2788_00086;2573E0529828Z
73008_0880_00148;2573E0534814T
73008_1752_00073;2573E0464166N
73008_0690_00014;2573E1437438B
73322_0055_00345;2573E1176445W
73065_0135_00484;2573E0344357M
73222_a067_00025;2573E1176452D
73008_2070_00009;2573E0435087C
73261_0320;2573E0958343I
73087_0760;2573E0243892L
73179_0645_00179;2573E1406199O
73065_3530_00101;2573E1053902R
73065_0390_00302;2573E0517609A
73229_1050_02027;2573E0301714J
73179_0646_00256;2573E0498622T
73057_0009;2573E0786013G
73008_0060_00010;2573E0638171A
73186_0170_00182;2573E1086760L
73085_0180_00625;2573E1447354L
73270_mrrv16_00260;2573E0581858D
73235_ucmfc7;2573E0173834X
73222_0157_00081;2573E0611599A
73150_0854_00367;2573E1177138N
73140_0090_00195;2573E0734398B
73204_0273;2573E0876810L
73179_0490;2573E0299927Q
73132_0045_00284;2573E1432043O
73051_0080_00295;2573E0416938B
73008_1305_00027;2573E0567729S
73059_0160_00009;2573E1247546N
73257_0315;2573E0386655I
73213_0113_00085;2573E0580984N
73303_0289_00151;2573E0175647Q
73328_0062_00043;2573E0461237W
73204_0273;2573E0876826B
73058_0039_00617;2573E0486476P
73008_0405_00006;2573E1176817E
73290_0046_00090;2573E1145789U
73065_3170_00007;2573E0444365Y
73186_0230_00255;2573E0104744P
73011_1015_00003;2573E1367586L
73173_0052;2573E0655571G
73051_0050_00386;2573E1242859G
73089_1200_00136;2573E1293053U
73258_0840_00075;2573E0059193Q
73162_0049_00160;2573E0684800L
73054_jav7tq;2573E0546675Y
73307_0035;2573E0585017Q
73051;2573E0629064T
73318_tjst4n;2573E0373112L
73303_0121_00236;2573E1263552D
73261_0320;2573E1014447E
73283_0170_00353;2573E1425830P
73270_mrrv16_00260;2573E0581832D
73008_0690_00014;2573E1437484V
73029_0410_00016;2573E0881730R
73054_0345;2573E0065546Z
73157_0076;2573E0390307U
73124_0660_00681;2573E0964587M
73019_0062_00352;2573E0245057G
73261_0320;2573E0959387M
73015_0980;2573E0285625O
73248_0680_00330;2573E0279681Y
73006_l47t1b;2573E0306977U
73031_0241_01206;2573E1154703Q
73191_0018_00091;2573E0082389U
73008_1345_00160;2573E0406399S
73284_0002_00192;2573E0427092P
73116_0270_00007;2573E0368772N
73008_1120_00002;2573E1262090X
73257_0293;2573E0245900R
73232_ap4p87_00673;2573E0231840X
73051_0220;2573E0061671Y
73261_0320;2573E1014574B
73213_0460_00680;2573E0689097S
73065_3061_00051;2573E0585797Q
73008_1150;2573E0398847G
73280_0120_00104;2573E1104774H
73105_0105_00261;2573E1001444B
73290_0117;2573E1124408L
73054_0225_00110;2573E0917528N
73181_0868_00030;2573E0265694Z
73069_0240;2573E1130512F
73019_0062_00326;2573E0326071E
73064_hx3zxo_00441;2573E1170102X
73081_1300;2573E0874951Y
73142_0021;2573E0486178D
73179_0385_00071;2573E1224483M
73123_0028_02232;2573E1239044N
73034_0015;2573E0321180B
73008_1600_00071;2573E0683346N
73065_1445_00167;2573E0363935M
73065_0991_00108;2573E0223428J
73024_r7a45v_00098;2573E1228032Z
73215_0010_00002;2573E1309696X
73031_0241_01206;2573E1154571O
73179_0385_00071;2573E1224460P
73008_1290_00008;2573E1381481W
73204_0290;2573E1380100T
73183_0012;2573E0827675Q
73085_0085_01000;2573E1203103E
73157_A057;2573E0618966J
73248_1200_00267;2573E0979225M
73105_0174_00009;2573E1439523G
73054_4zdm12;2573E1020246F
73008_1880_00003;2573E0925134B
73029_0470;2573E1100743G
73065_3440_00098;2573E0313242T
73030_0086_00491;2573E0036147G
73150_0715_00070;2573E0323446F
73151_0820;2556E0010100U
73017_7z8202_00238;2573E0091112H
73094_0790_00219;2573E0398626T
73008_1040_00006;2573E0847628B
73051;2573E0205801K
73029_0360_00002;2573E1447530F
73258_0820_00164;2573E0367352X
73181_0960_00040;2573E0076327Q
73008_1920_00012;2573E1385551K
73330_tn97tb_00067;2573E0044336F
73008_0360_00113;2573E1451631Y
73008_zg0v49;2573E0034367U
73008_1120_00002;2573E1261028B
73008_2250_00046;2573E0192483E
73065_0360_00010_bis;2573E1132735S
73029_0360_00002;2573E1447575Y
73029_0020_00068;2573E0979314X
73011_0100_00004;2573E1208245Y
73204_0273;2573E0876806H
73123_0150_00044;2573E0427338B
73087_0760_00003;2573E0672681I
73173_0018_00087;2573E0979111C
73206_0060_00132;2573E0882661M
73054_q7mx1h;2573E0091330R
73181_0720;2573E0770107M
73261_0320;2573E0958424L
73087_0760_00003;2573E1021704H
73008_0480_00004;2573E0056510L
73031_0241_01206;2573E1154714B
73213_0460_00680;2573E0392079Y
73257_0367;2573E0355520V
73181_0140;2573E0343525M
73204_A003;2573E0978112R
73179_0257;2573E0982212J
73248_0670_00026;2573E0562062T
73008_1260_00073;2573E0523997S
73065_5ro68i_00100;2573E1163320B
73257_0433;2573E0595078P
73261_0074_00017;2573E1058542D
73054_tqf1g0;2573E1017689W
73317_0750;2573E0701903G
73029_0360_00002;2573E1447621S
73031_0241_01206;2573E1154582Z
73105_0174_00157;2573E1242526L
73008_0210_00009;2573E0437860T
73098_0570;2573E1311546B
73122_0450_00034;2573E0817205Y
73105_0174_00157;2573E1242537W
73235_zu6aor;2573E1139051Q
73054_0069_00068;2573E0568826X
73065_0250;2573E1113244B
73029_0090_00024;2573E0685688P
73008_1220_00050;2573E0051720F
73215_0052;2573E0499923U
73008_2300_00007;2573E0134738F
73065_3270_00014_b;2573E0479241I
73324_2100_00639;2573E1249923Y
73257_0329;2573E0584571M
73117_0070_00004;2573E1298954T
73215_0052;2573E0499965K
73051;2573E0205892X
73150_B206;2573E0520987Y
73121_0035_00037;2573E0498257S
73248_0535_00056;2573E0277668N
73212_1015_00005;2573E0587490T
73248_0569_00094;2573E0336290F
73250_0063_00122;2573E0983411M
73109_0062_00059;2573E0231889U
73124_0660_00681;2573E0830491Y
73171_0280_00014;2573E1090850T
73116_0550;2573E0882979S
73011_0585_00024;2573E0505372J
73150_0630_00002;2573E1291905Q
73067_0125_00099;2573E0293879A
73187_1232_00178;2573E1129202V
73097_0014_00067;2573E0115995I
73061_t3s0dh_00053;2573E0714309K
73261_0320;2573E0958882B
73236_0079_00165;2573E0163366H
73065_5ro68i_00100;2573E1163285S
73121_0130;2573E0270154N
73151_0820;2556E0608845L
73219_0730_00039;2573E0326614B
73031_0085_00152;2573E1229209G
73173_0052;2573E0913995Q
73096_1950_00296;2573E0599584X
73181_0930_00285;2573E1151487Y
73011_0200;2573E0303889A
73008_1600_00076;2573E1376263E
73270_0490_00025;2573E0728225Q
73065_2130_00005;2573E1170261A
73248_1020_00079;2573E1323107S
73245_0002_00041;2573E0315213O
73142_0001_00098;2573E0327906T
73278_0111_00350;2573E1067443M
73179_0490_00570;2573E1353518J
73322_7wyivf;2573E0198094Z
73179_0646_00162;2573E0457246J
73179_0380_00150;2573E0086777O
73065_2076_00090;2573E0223323I
73307_ussab7_00046;2573E0629002J
73300_a050_00004;2573E1233046V
73065_2785_00044;2573E0656994Z
73010_2868_00240;2573E1193886R
73261_0127_00067;2573E0563691K
73008_1270_00011;2573E0710969Y
73065_2300_00072;2573E0860799Q
73065_1000_00070;2573E0921596Z
73151_0820;2556E0064218G
73065_3830_00250;2573E0064789W
73270_0490_00025;2573E0580304J
73181_0930_00225;2573E1150650T
73065_0991_00108;2573E0223419A
73150_0837;2573E1401613E
73003_7b8xfc_00006;2573E1016205U
73008_0580_00009;2573E0829626R
73303_0613;2573E0607245O
73065_1680_00054;2573E1166401O
73065_2690_00113;2573E0220009W
73151_0820;2556E0587407X
73204_0110_00006;2573E0615467U
73065_0930_00280;2573E1130049K
73029_0160_00027;2573E0575426T
73151_0820;2556E0092369Z
73015_0890_02283;2573E1387517A
73245_5bvkw3_00112;2573E0240918B
73129_0077_00029;2573E0696555O
73058_0032_00260;2573E0691424F
73054_1008_00145;2573E0659782F
73087_0760_00003;2573E1021945O
73236_0420_00055;2573E0414355S
73270_1700_00260;2573E1367828T
73008_1880_00003;2573E1192048Z
73054_c5zzgh;2573E0268572R
73164_0380;2573E0556251G
73248_0030;2573E0463367U
73281_1300_00330;2573E0625778J
73008_1290_00008;2573E1381470L
73010_2868_00240;2573E1080048H
